status	group_id	counts	name	group_domain	group_link	post_link	source_repost_link
unsuitable	119574603	2	Овчарки в беде. Информационная помощь ВЕО и НО.	club119574603	https://vk.com/club119574603	https://vk.com/feed?w=wall-119574603_421585	https://vk.com/feed?w=wall-79776207_54089
unsuitable	38594050	2	Новая Линия интернет-провайдер	club38594050	https://vk.com/club38594050	https://vk.com/feed?w=wall-38594050_3325	https://vk.com/feed?w=wall-95716814_40794
unsuitable	185708872	2	КОТоХАТА	club185708872	https://vk.com/club185708872	https://vk.com/feed?w=wall-185708872_1754	https://vk.com/feed?w=wall-111794591_50268
suitable	79776207	2	КЛИМОВСК Потерянные и найденные животные	club79776207	https://vk.com/club79776207	https://vk.com/feed?w=wall-79776207_54821	https://vk.com/feed?w=wall-37814238_141080
unsuitable	178579350	2	ДоММеД Служба Здоровья	club178579350	https://vk.com/club178579350	https://vk.com/feed?w=wall-178579350_281	https://vk.com/feed?w=wall-95716814_39825
unsuitable	56888376	2	БАЛАШИХА ♥ Животные и птицы ♥ Помощь	club56888376	https://vk.com/club56888376	https://vk.com/feed?w=wall-56888376_112104	https://vk.com/feed?w=wall-37814238_140448
unsuitable	101410358	2	Husky Help. Команда помощи Хаски и СЕС	club101410358	https://vk.com/club101410358	https://vk.com/feed?w=wall-101410358_23928	https://vk.com/feed?w=wall-37814238_140753
unsuitable	125113679	2	"""Лапы и Сердца"" Домодедово"	club125113679	https://vk.com/club125113679	https://vk.com/feed?w=wall-125113679_61447	https://vk.com/feed?w=wall-37814238_140766
unsuitable	186374560	2	"""Кузькин Дом"""	club186374560	https://vk.com/club186374560	https://vk.com/feed?w=wall-186374560_1774	https://vk.com/feed?w=wall-111794591_51058
unsuitable	112986702	2	"""Кошачья надежда"" |кошки в добрые руки|"	club112986702	https://vk.com/club112986702	https://vk.com/feed?w=wall-112986702_13419	https://vk.com/feed?w=wall-95716814_39227
unsuitable	88931248	2	"""Будем добрее"" помощь животным в Орехово-Зуево"	club88931248	https://vk.com/club88931248	https://vk.com/feed?w=wall-88931248_300682	https://vk.com/feed?w=wall-37814238_141504
unsuitable	3321777	1	Щербинка	club3321777	https://vk.com/club3321777	https://vk.com/feed?w=wall-3321777_246661	https://vk.com/feed?w=wall-79776207_54018
unsuitable	160023570	1	ЧЕЛОВЕК-ПОМОГИ!	club160023570	https://vk.com/club160023570	https://vk.com/feed?w=wall-160023570_203	https://vk.com/feed?w=wall-79776207_52752
unsuitable	156093220	1	"Центр реабилитации диких птиц ""Воронье Гнездо"""	club156093220	https://vk.com/club156093220	https://vk.com/feed?w=wall-156093220_12721	https://vk.com/feed?w=wall-79776207_54885
unsuitable	35177235	1	Хаски Хелп - Каталог потерянных/найденных хаски	club35177235	https://vk.com/club35177235	https://vk.com/feed?w=wall-35177235_120936	https://vk.com/feed?w=wall-37814238_140439
unsuitable	191160465	1	ФрауМяу Ступино	club191160465	https://vk.com/club191160465	https://vk.com/feed?w=wall-191160465_21	https://vk.com/feed?w=wall-111794591_50906
unsuitable	162251261	1	Уши, лапы, хвост.	club162251261	https://vk.com/club162251261	https://vk.com/feed?w=wall-162251261_13716	https://vk.com/feed?w=wall-79776207_53188
unsuitable	133053824	1	СПАСИ С УЛИЦЫ-дай шанс быть живым! (Москва и МО)	club133053824	https://vk.com/club133053824	https://vk.com/feed?w=wall-133053824_15629	https://vk.com/feed?w=wall-37814238_141500
unsuitable	96074013	1	Реабилитационный центр ЗОО Дом г.Королев	club96074013	https://vk.com/club96074013	https://vk.com/feed?w=wall-96074013_49820	https://vk.com/feed?w=wall-37814238_139664
unsuitable	191621416	1	РОО «Экология человека». ОСВВ.	club191621416	https://vk.com/club191621416	https://vk.com/feed?w=wall-191621416_1361	https://vk.com/feed?w=wall-37814238_141104
unsuitable	189581634	1	Пропала и найдена собака (Москва и Моск.область)	club189581634	https://vk.com/club189581634	https://vk.com/feed?w=wall-189581634_196708	https://vk.com/feed?w=wall-37814238_140648
unsuitable	100044430	1	Промяукано в Чехове	club100044430	https://vk.com/club100044430	https://vk.com/feed?w=wall-100044430_43444	https://vk.com/feed?w=wall-37814238_139666
unsuitable	52285584	1	"Приют для собак ""Дубовая Роща"""	club52285584	https://vk.com/club52285584	https://vk.com/feed?w=wall-52285584_16749	https://vk.com/feed?w=wall-37814238_140763
unsuitable	3669034	1	Приют Зоозащита-плюс город Серпухов	club3669034	https://vk.com/club3669034	https://vk.com/feed?w=wall-3669034_328241	https://vk.com/feed?w=wall-79776207_54862
unsuitable	143909530	1	Потеряшки|Люберецкий район|Раменское|	club143909530	https://vk.com/club143909530	https://vk.com/feed?w=wall-143909530_5220	https://vk.com/feed?w=wall-37814238_141388
unsuitable	85017851	1	Потеряшки Серпухов (пропажа, находка животных)	club85017851	https://vk.com/club85017851	https://vk.com/feed?w=wall-85017851_27310	https://vk.com/feed?w=wall-37814238_140381
unsuitable	45400801	1	Потеряшки Сергиев Посад	club45400801	https://vk.com/club45400801	https://vk.com/feed?w=wall-45400801_744598	https://vk.com/feed?w=wall-37814238_139667
suitable	124530422	1	Потеряшки Подольск | Климовск	club124530422	https://vk.com/club124530422	https://vk.com/feed?w=wall-124530422_14089	https://vk.com/feed?w=wall-79776207_53805
unsuitable	110510012	1	Потеряшка Хелп	club110510012	https://vk.com/club110510012	https://vk.com/feed?w=wall-110510012_132719	https://vk.com/feed?w=wall-37814238_140756
unsuitable	57052437	1	Потерян. Найден. Британцы, шотландцы, экзоты.	club57052437	https://vk.com/club57052437	https://vk.com/feed?w=wall-57052437_8941	https://vk.com/feed?w=wall-79776207_52894
unsuitable	164659572	1	Пора домой. Овчарки.	club164659572	https://vk.com/club164659572	https://vk.com/feed?w=wall-164659572_11897	https://vk.com/feed?w=wall-37814238_140246
unsuitable	142314471	1	Помощь животным Подольска	club142314471	https://vk.com/club142314471	https://vk.com/feed?w=wall-142314471_547	https://vk.com/feed?w=wall-79776207_53700
unsuitable	88760612	1	Подслушано в Измайлово	club88760612	https://vk.com/club88760612	https://vk.com/feed?w=wall-88760612_740049	https://vk.com/feed?w=wall-37814238_140484
unsuitable	104867921	1	Подслушано в Ивантеевке new!	club104867921	https://vk.com/club104867921	https://vk.com/feed?w=wall-104867921_1285929	https://vk.com/feed?w=wall-37814238_140640
unsuitable	53984028	1	Подслушано Ступино	club53984028	https://vk.com/club53984028	https://vk.com/feed?w=wall-53984028_704476	https://vk.com/feed?w=wall-111794591_49608
unsuitable	188128083	1	Подслушано Подольск	club188128083	https://vk.com/club188128083	https://vk.com/feed?w=wall-188128083_1319	https://vk.com/feed?w=wall-79776207_53987
unsuitable	63327531	1	Подслушано Подольск	club63327531	https://vk.com/club63327531	https://vk.com/feed?w=wall-63327531_2517116	https://vk.com/feed?w=wall-79776207_52777
unsuitable	10087358	1	Подслушано Любучаны	club10087358	https://vk.com/club10087358	https://vk.com/feed?w=wall-10087358_1802	https://vk.com/feed?w=wall-79776207_55142
unsuitable	61650430	1	Подслушано Ликино-Дулево LD 16+	club61650430	https://vk.com/club61650430	https://vk.com/feed?w=wall-61650430_678529	https://vk.com/feed?w=wall-37814238_141274
unsuitable	63180860	1	Подслушано Звенигород	club63180860	https://vk.com/club63180860	https://vk.com/feed?w=wall-63180860_722425	https://vk.com/feed?w=wall-95716814_39103
unsuitable	102272686	1	Подслушано Егорьевск	club102272686	https://vk.com/club102272686	https://vk.com/feed?w=wall-102272686_15946	https://vk.com/feed?w=wall-37814238_140937
unsuitable	40842251	1	Подольск | Бюро Находок | Климовск	club40842251	https://vk.com/club40842251	https://vk.com/feed?w=wall-40842251_58200	https://vk.com/feed?w=wall-79776207_54498
suitable	95716814	1	Питомцы Звенигород | Одинцово	club95716814	https://vk.com/club95716814	https://vk.com/feed?w=wall-95716814_40281	https://vk.com/feed?w=wall-37814238_140379
unsuitable	91397082	1	Питомцы Егорьевска	club91397082	https://vk.com/club91397082	https://vk.com/feed?w=wall-91397082_117441	https://vk.com/feed?w=wall-37814238_140214
unsuitable	59224999	1	ПОТЕРЯННЫЕ и НАЙДЕННЫЕ ТАКСЫ	club59224999	https://vk.com/club59224999	https://vk.com/feed?w=wall-59224999_93705	https://vk.com/feed?w=wall-37814238_140968
unsuitable	159655134	1	Отдам ДАРОМ, приму в дар | Подольск, Кузнечики	club159655134	https://vk.com/club159655134	https://vk.com/feed?w=wall-159655134_60970	https://vk.com/feed?w=wall-79776207_54256
unsuitable	52282546	1	Объявления Ступино	club52282546	https://vk.com/club52282546	https://vk.com/feed?w=wall-52282546_295385	https://vk.com/feed?w=wall-111794591_50457
unsuitable	74354926	1	НЕ ПРОХОДИТЕ МИМО! Помощь бездомным животным	club74354926	https://vk.com/club74354926	https://vk.com/feed?w=wall-74354926_109064	https://vk.com/feed?w=wall-37814238_141502
unsuitable	21165452	1	Лесной приют. Фонд помощи бездомным животным	club21165452	https://vk.com/club21165452	https://vk.com/feed?w=wall-21165452_35546	https://vk.com/feed?w=wall-37814238_140892
unsuitable	187228118	1	Кошка Надежда смотрит за нами.	club187228118	https://vk.com/club187228118	https://vk.com/feed?w=wall-187228118_749	https://vk.com/feed?w=wall-79776207_54319
unsuitable	207392421	1	Клуб единоборств Гром/ Звенигород	club207392421	https://vk.com/club207392421	https://vk.com/feed?w=wall-207392421_52	https://vk.com/feed?w=wall-95716814_40058
unsuitable	158127930	1	Климовские СОБАКИ из снт	club158127930	https://vk.com/club158127930	https://vk.com/feed?w=wall-158127930_8356	https://vk.com/feed?w=wall-79776207_53362
unsuitable	145834878	1	Климовск Подслушано	club145834878	https://vk.com/club145834878	https://vk.com/feed?w=wall-145834878_41675	https://vk.com/feed?w=wall-79776207_54633
unsuitable	151496318	1	Климовск	club151496318	https://vk.com/club151496318	https://vk.com/feed?w=wall-151496318_8830	https://vk.com/feed?w=wall-79776207_53831
unsuitable	102278724	1	ИЩУ ХОЗЯИНА | Дмитров и район	club102278724	https://vk.com/club102278724	https://vk.com/feed?w=wall-102278724_22056	https://vk.com/feed?w=wall-37814238_139665
unsuitable	37990895	1	Звенигород	club37990895	https://vk.com/club37990895	https://vk.com/feed?w=wall-37990895_426391	https://vk.com/feed?w=wall-95716814_40625
unsuitable	63895137	1	"Жители ЖК ""Сосновка"" (Климовск)"	club63895137	https://vk.com/club63895137	https://vk.com/feed?w=wall-63895137_52436	https://vk.com/feed?w=wall-79776207_52776
unsuitable	80874680	1	"Доска объявлений о животных ""Заведи друга"""	club80874680	https://vk.com/club80874680	https://vk.com/feed?w=wall-80874680_60494	https://vk.com/feed?w=wall-37814238_139380
unsuitable	121663801	1	Доска объявлений Подольск | Климовск	club121663801	https://vk.com/club121663801	https://vk.com/feed?w=wall-121663801_34222	https://vk.com/feed?w=wall-79776207_54590
unsuitable	154615751	1	Домодедово Московская область ОБЪЯВЛЕНИЯ	club154615751	https://vk.com/club154615751	https://vk.com/feed?w=wall-154615751_11397	https://vk.com/feed?w=wall-79776207_53868
unsuitable	114471453	1	ДУБРОВЧАНЕ | Подольск	club114471453	https://vk.com/club114471453	https://vk.com/feed?w=wall-114471453_22903	https://vk.com/feed?w=wall-79776207_52909
unsuitable	165893220	1	"Волонтерское движение ""ОвчарКо"""	club165893220	https://vk.com/club165893220	https://vk.com/feed?w=wall-165893220_32166	https://vk.com/feed?w=wall-79776207_54318
unsuitable	52717355	1	Возьмите из приюта, не покупайте/Adopt don't buy	club52717355	https://vk.com/club52717355	https://vk.com/feed?w=wall-52717355_28723	https://vk.com/feed?w=wall-37814238_140771
unsuitable	147219646	1	Ветеринарная клиника Джек (М.О. Щербинка)	club147219646	https://vk.com/club147219646	https://vk.com/feed?w=wall-147219646_541	https://vk.com/feed?w=wall-79776207_54428
unsuitable	185246082	1	Tolbino Online	club185246082	https://vk.com/club185246082	https://vk.com/feed?w=wall-185246082_1852	https://vk.com/feed?w=wall-79776207_52951
unsuitable	121288703	1	MAMA KITTY (Москва)	club121288703	https://vk.com/club121288703	https://vk.com/feed?w=wall-121288703_28462	https://vk.com/feed?w=wall-37814238_139379
unsuitable	2581845	1	DoberHelp (ДоберХелп) команда помощи доберманам	club2581845	https://vk.com/club2581845	https://vk.com/feed?w=wall-2581845_58143	https://vk.com/feed?w=wall-111794591_50858
unsuitable	100274426	1	BAR B&L BOSS	club100274426	https://vk.com/club100274426	https://vk.com/feed?w=wall-100274426_3925	https://vk.com/feed?w=wall-95716814_39121
suitable	190807581	1	"""ЛОДКА ДОБРА"" группа помощи животным"	club190807581	https://vk.com/club190807581	https://vk.com/feed?w=wall-190807581_3935	https://vk.com/feed?w=wall-79776207_54029
unsuitable	86937221	1	"""ДОГПОРТ"" DOGPORT Частный приют для животных"	club86937221	https://vk.com/club86937221	https://vk.com/feed?w=wall-86937221_3686	https://vk.com/feed?w=wall-37814238_140769
