status	group_id	counts	name	group_domain	group_link	post_link	source_repost_link
	198862052	63	ЛАБРиКо	club198862052	https://vk.com/club198862052	https://vk.com/feed?w=wall-198862052_4824	https://vk.com/feed?w=wall-40568912_158988
unsuitable	64978826	62	Подслушано микрорайон Львовский ORIGINAL	club64978826	https://vk.com/club64978826	https://vk.com/feed?w=wall-64978826_260336	https://vk.com/feed?w=wall-124530422_9165
unsuitable	475862	62	Кутузово. Подольск	club475862	https://vk.com/club475862	https://vk.com/feed?w=wall-475862_23079	https://vk.com/feed?w=wall-124530422_14694
	198815410	62	Зверопоиск	club198815410	https://vk.com/club198815410	https://vk.com/feed?w=wall-198815410_33837	https://vk.com/feed?w=wall-186896272_4767
	20763381	62	"""ДоброЛап""  Ступино - Кашира"	club20763381	https://vk.com/club20763381	https://vk.com/feed?w=wall-20763381_16198	https://vk.com/feed?w=wall-111794591_32963
unsuitable	159655134	61	Отдам ДАРОМ, приму в дар | Подольск, Кузнечики	club159655134	https://vk.com/club159655134	https://vk.com/feed?w=wall-159655134_62877	https://vk.com/feed?w=wall-186896272_7383
	35708825	60	КОШКА ПОТЕРЯШКА найденные потерянные поиск	club35708825	https://vk.com/club35708825	https://vk.com/feed?w=wall-35708825_129929	https://vk.com/feed?w=wall-111794591_28924
	161757808	57	Ковчег (волонтёрская группа помощи животным)	club161757808	https://vk.com/club161757808	https://vk.com/feed?w=wall-161757808_131404	https://vk.com/feed?w=wall-40568912_159976
	130609523	56	ДОРОГА ДОМОЙ! - Нижний Новгород и область.	club130609523	https://vk.com/club130609523	https://vk.com/feed?w=wall-130609523_394904	https://vk.com/feed?w=wall-40568912_159454
	181608349	54	Приют - Домик Мелкашей	club181608349	https://vk.com/club181608349	https://vk.com/feed?w=wall-181608349_34841	https://vk.com/feed?w=wall-186896272_5212
unsuitable	133053824	53	СПАСИ С УЛИЦЫ-дай шанс быть живым! (Москва и МО)	club133053824	https://vk.com/club133053824	https://vk.com/feed?w=wall-133053824_15629	https://vk.com/feed?w=wall-37814238_141500
	58667041	53	"ПОТЕРЯШКИ.Кемерово (БФ""За зверушек"")"	club58667041	https://vk.com/club58667041	https://vk.com/feed?w=wall-58667041_247297	https://vk.com/feed?w=wall-40568912_160023
	205527451	49	Команда помощи лабрадорам Севастополь / Крым	club205527451	https://vk.com/club205527451	https://vk.com/feed?w=wall-205527451_1517	https://vk.com/feed?w=wall-40568912_170617
	17296831	48	Котята... Кошки... Коты... В добрые руки! МОСКВА	club17296831	https://vk.com/club17296831	https://vk.com/feed?w=wall-17296831_398541	https://vk.com/feed?w=wall-111794591_29193
	118369523	47	СЕВАСТОПОЛЬСКИЕ ПОТЕРЯШКИ. СЕВАСТОПОЛЬ.	club118369523	https://vk.com/club118369523	https://vk.com/feed?w=wall-118369523_77111	https://vk.com/feed?w=wall-40568912_159767
	56842353	47	Потеряшки Саратова и области!	club56842353	https://vk.com/club56842353	https://vk.com/feed?w=wall-56842353_231513	https://vk.com/feed?w=wall-40568912_159901
	4292858	46	Потеряшка|*|Помощь животным(Челябинск)	club4292858	https://vk.com/club4292858	https://vk.com/feed?w=wall-4292858_640798	https://vk.com/feed?w=wall-40568912_158694
unsuitable	3321777	45	Щербинка	club3321777	https://vk.com/club3321777	https://vk.com/feed?w=wall-3321777_73629	https://vk.com/feed?w=wall-124530422_3899
unsuitable	32850529	45	"Приют для собак ""Домашний"": ""Выбери меня""!"	club32850529	https://vk.com/club32850529	https://vk.com/feed?w=wall-32850529_29572	https://vk.com/feed?w=wall-111794591_28573
	29426442	45	Потеряха.Барнаул. Пропавшие/найденные животные.	club29426442	https://vk.com/club29426442	https://vk.com/feed?w=wall-29426442_154444	https://vk.com/feed?w=wall-40568912_159755
unsuitable	69762350	44	Я ♥️ Подольск	club69762350	https://vk.com/club69762350	https://vk.com/feed?w=wall-69762350_117069	https://vk.com/feed?w=wall-124530422_6572
	65316765	43	Подольск 🐾 животные 🐾 потерянные/найденные	club65316765	https://vk.com/club65316765	https://vk.com/feed?w=wall-65316765_38276	https://vk.com/feed?w=wall-124530422_6821
	154251179	41	помощь брошенным животным города Серпухов.	club154251179	https://vk.com/club154251179	https://vk.com/feed?w=wall-154251179_3482	https://vk.com/feed?w=wall-111794591_20560
unsuitable	178579350	41	ДоММеД Служба Здоровья	club178579350	https://vk.com/club178579350	https://vk.com/feed?w=wall-178579350_281	https://vk.com/feed?w=wall-95716814_39825
	55854787	40	Щербинка	club55854787	https://vk.com/club55854787	https://vk.com/feed?w=wall-55854787_136111	https://vk.com/feed?w=wall-124530422_4437
	62773605	39	Подслушано в Чехове	club62773605	https://vk.com/club62773605	https://vk.com/feed?w=wall-62773605_536227	https://vk.com/feed?w=wall-186896272_7572
unsuitable	40842251	39	Подольск | Бюро Находок | Климовск	club40842251	https://vk.com/club40842251	https://vk.com/feed?w=wall-40842251_51172	https://vk.com/feed?w=wall-124530422_6305
	46386156	39	Островок надежды.Помощь бездомным  животным.Чита	club46386156	https://vk.com/club46386156	https://vk.com/feed?w=wall-46386156_188499	https://vk.com/feed?w=wall-40568912_159507
	111630319	39	КАЗАНЬ ХАСКИ И ЛАБРАДОРЫ	club111630319	https://vk.com/club111630319	https://vk.com/feed?w=wall-111630319_147186	https://vk.com/feed?w=wall-40568912_158616
	47285072	38	Я потерялся! Брянск.	club47285072	https://vk.com/club47285072	https://vk.com/feed?w=wall-47285072_137385	https://vk.com/feed?w=wall-40568912_159496
	6865201	38	Ступино	club6865201	https://vk.com/club6865201	https://vk.com/feed?w=wall-6865201_378730	https://vk.com/feed?w=wall-111794591_45575
	84756379	38	ПОТЕРЯШКА - г. Смоленск	club84756379	https://vk.com/club84756379	https://vk.com/feed?w=wall-84756379_153185	https://vk.com/feed?w=wall-40568912_159752
	175921271	38	Краснодар | Pet911 пропала найдена собака кошка	club175921271	https://vk.com/club175921271	https://vk.com/feed?w=wall-175921271_9042	https://vk.com/feed?w=wall-40568912_159556
	152856977	38	Бюро находок | Животные | Калининград и область	club152856977	https://vk.com/club152856977	https://vk.com/feed?w=wall-152856977_172904	https://vk.com/feed?w=wall-40568912_159042
	35226804	37	Всеволожские Потеряшки и Найдёны	club35226804	https://vk.com/club35226804	https://vk.com/feed?w=wall-35226804_180016	https://vk.com/feed?w=wall-40568912_159440
	105064658	36	Помощь животным из домашних приютов г. Подольск	club105064658	https://vk.com/club105064658	https://vk.com/feed?w=wall-105064658_17306	https://vk.com/feed?w=wall-111794591_23380
unsuitable	55048082	35	Такса 911. Помощь коротколапым в Москве.	club55048082	https://vk.com/club55048082	https://vk.com/feed?w=wall-55048082_31899	https://vk.com/feed?w=wall-186896272_4027
	66096397	35	"Служба ""Потеряшка"" г. Рязань"	club66096397	https://vk.com/club66096397	https://vk.com/feed?w=wall-66096397_285093	https://vk.com/feed?w=wall-40568912_158648
	66791325	34	Подслушано Протвино	club66791325	https://vk.com/club66791325	https://vk.com/feed?w=wall-66791325_1026415	https://vk.com/feed?w=wall-186896272_7531
	4819465	34	"НГОО ОЗБЖ ""Кот и Пес"", г. Новокузнецк"	club4819465	https://vk.com/club4819465	https://vk.com/feed?w=wall-4819465_631961	https://vk.com/feed?w=wall-40568912_158406
	132071643	33	Общество защиты животных «ЗооЩит»	club132071643	https://vk.com/club132071643	https://vk.com/feed?w=wall-132071643_3732	https://vk.com/feed?w=wall-186896272_7475
	73538081	31	Собаки Потеряки. Потеряшки Ижевск	club73538081	https://vk.com/club73538081	https://vk.com/feed?w=wall-73538081_356418	https://vk.com/feed?w=wall-40568912_159659
	71289490	31	ПОТЕРИ И НАХОДКИ ЖИВОТНЫХ в Воронеже.	club71289490	https://vk.com/club71289490	https://vk.com/feed?w=wall-71289490_115117	https://vk.com/feed?w=wall-40568912_159083
	64884729	31	«КОТОПЁС» Организация помощи бездомным животным	club64884729	https://vk.com/club64884729	https://vk.com/feed?w=wall-64884729_199334	https://vk.com/feed?w=wall-40568912_159557
	82642342	31	"""Потеряшки ""Новокузнецк"	club82642342	https://vk.com/club82642342	https://vk.com/feed?w=wall-82642342_70819	https://vk.com/feed?w=wall-40568912_159383
	107781617	30	Хвостатая семейка. Помощь бездомным животным.	club107781617	https://vk.com/club107781617	https://vk.com/feed?w=wall-107781617_2233	https://vk.com/feed?w=wall-111794591_30243
	64697615	30	Потеряшки г. Москва	club64697615	https://vk.com/club64697615	https://vk.com/feed?w=wall-64697615_95057	https://vk.com/feed?w=wall-186896272_5765
	176388063	30	Породистые собаки в дар (в добрые руки, даром).	club176388063	https://vk.com/club176388063	https://vk.com/feed?w=wall-176388063_149807	https://vk.com/feed?w=wall-111794591_42008
	194239805	30	ЛабрадорХэлп Воронеж	club194239805	https://vk.com/club194239805	https://vk.com/feed?w=wall-194239805_7392	https://vk.com/feed?w=wall-40568912_167662
	176434833	30	Lost Pet — Пропала собака — Найдена кошка	club176434833	https://vk.com/club176434833	https://vk.com/feed?w=wall-176434833_26475	https://vk.com/feed?w=wall-37814238_120374
	141332061	29	"Частный приют ""Загляните собаке в глаза!"""	club141332061	https://vk.com/club141332061	https://vk.com/feed?w=wall-141332061_1184	https://vk.com/feed?w=wall-124530422_4901
	177084637	29	Помощь лабрадорам	club177084637	https://vk.com/club177084637	https://vk.com/feed?w=wall-177084637_3017	https://vk.com/feed?w=wall-40568912_153596
	33120988	29	ПОТЕРЯШКИ ЗЕЛЕНОГРАДА	club33120988	https://vk.com/club33120988	https://vk.com/feed?w=wall-33120988_287247	https://vk.com/feed?w=wall-37814238_136322
unsuitable	59010873	29	ПВК | Кашира	club59010873	https://vk.com/club59010873	https://vk.com/feed?w=wall-59010873_1301620	https://vk.com/feed?w=wall-111794591_51103
	202699499	29	Информационный Центр.. Животные в ЧС !!!	club202699499	https://vk.com/club202699499	https://vk.com/feed?w=wall-202699499_12910	https://vk.com/feed?w=wall-40568912_158349
	48715701	29	Бездомные животные Майкопа,сообщество волонтеров	club48715701	https://vk.com/club48715701	https://vk.com/feed?w=wall-48715701_101214	https://vk.com/feed?w=wall-40568912_159139
	33953255	29	Cыктывкар и Коми| Единая служба потеряшек	club33953255	https://vk.com/club33953255	https://vk.com/feed?w=wall-33953255_219578	https://vk.com/feed?w=wall-40568912_159092
	18757357	28	ТМООПБЖ «КОТО-ПЕС» г.Таганрог	club18757357	https://vk.com/club18757357	https://vk.com/feed?w=wall-18757357_575827	https://vk.com/feed?w=wall-40568912_158869
	101767437	28	Собачники| Курск	club101767437	https://vk.com/club101767437	https://vk.com/feed?w=wall-101767437_153660	https://vk.com/feed?w=wall-40568912_156308
	189140049	28	Пропала/Найдена собака кошка. ЗоопоискЮАО ЮАО	club189140049	https://vk.com/club189140049	https://vk.com/feed?w=wall-189140049_28491	https://vk.com/feed?w=wall-190807581_4759
	68323788	28	ЕВПАТОРИЙСКИЙ  ФОНД ПОМОЩИ ЖИВОТНЫМ	club68323788	https://vk.com/club68323788	https://vk.com/feed?w=wall-68323788_196570	https://vk.com/feed?w=wall-40568912_157330
	161528316	28	Дорога Домой помощь животным Красноярска	club161528316	https://vk.com/club161528316	https://vk.com/feed?w=wall-161528316_189175	https://vk.com/feed?w=wall-40568912_159325
	169165883	28	"""Дорога надежды""помощь бездомным животным"	club169165883	https://vk.com/club169165883	https://vk.com/feed?w=wall-169165883_9220	https://vk.com/feed?w=wall-111794591_39394
	61171053	27	ПОТЕРЯШКИ И НАЙДЕНЫШИ В ПЕРМИ.	club61171053	https://vk.com/club61171053	https://vk.com/feed?w=wall-61171053_802147	https://vk.com/feed?w=wall-40568912_159034
	188564609	27	Животные Тольятти и Самарской области	club188564609	https://vk.com/club188564609	https://vk.com/feed?w=wall-188564609_65065	https://vk.com/feed?w=wall-40568912_160056
unsuitable	88931248	27	"""Будем добрее"" помощь животным в Орехово-Зуево"	club88931248	https://vk.com/club88931248	https://vk.com/feed?w=wall-88931248_238688	https://vk.com/feed?w=wall-186896272_1039
	16680503	26	ПОМОЖЕМ ВМЕСТЕ!	club16680503	https://vk.com/club16680503	https://vk.com/feed?w=wall-16680503_570872	https://vk.com/feed?w=wall-111794591_18908
	1924451	26	КОТОПЕС39/Калининград/обьявления/помощь животным	club1924451	https://vk.com/club1924451	https://vk.com/feed?w=wall-1924451_308364	https://vk.com/feed?w=wall-40568912_156571
unsuitable	114471453	26	ДУБРОВЧАНЕ | Подольск	club114471453	https://vk.com/club114471453	https://vk.com/feed?w=wall-114471453_18281	https://vk.com/feed?w=wall-124530422_8918
	191508867	25	розыск домашних животных  | ЧЕРНОЗЕМЬЕ	club191508867	https://vk.com/club191508867	https://vk.com/feed?w=wall-191508867_29948	https://vk.com/feed?w=wall-40568912_158900
	12673866	25	Фонд помощи животным Сургута ПОТЕРЯШКИ  78-58-81	club12673866	https://vk.com/club12673866	https://vk.com/feed?w=wall-12673866_554321	https://vk.com/feed?w=wall-40568912_156734
	175914675	25	Ростов-на-Дону | Pet911.ru пропала собака кошка	club175914675	https://vk.com/club175914675	https://vk.com/feed?w=wall-175914675_5670	https://vk.com/feed?w=wall-40568912_159948
	177593820	25	ГРУППА ПОМОЩИ ЛАБРАДОРАМ	club177593820	https://vk.com/club177593820	https://vk.com/feed?w=wall-177593820_3033	https://vk.com/feed?w=wall-40568912_159287
	157759424	24	Щенки с промзоны.	club157759424	https://vk.com/club157759424	https://vk.com/feed?w=wall-157759424_1414	https://vk.com/feed?w=wall-79776207_41440
unsuitable	43935330	24	Приют для собак Щербинка	club43935330	https://vk.com/club43935330	https://vk.com/feed?w=wall-43935330_50287	https://vk.com/feed?w=wall-111794591_30626
	79039028	24	Потеряшки Твери. Пропала Найдена Поиск	club79039028	https://vk.com/club79039028	https://vk.com/feed?w=wall-79039028_123944	https://vk.com/feed?w=wall-40568912_159620
unsuitable	85017851	23	Потеряшки Серпухов (пропажа, находка животных)	club85017851	https://vk.com/club85017851	https://vk.com/feed?w=wall-85017851_27516	https://vk.com/feed?w=wall-186896272_7019
	65863089	23	Потеряшки Краснодара	club65863089	https://vk.com/club65863089	https://vk.com/feed?w=wall-65863089_88229	https://vk.com/feed?w=wall-40568912_155727
	177248686	23	Помощь животным. Климовск и Подольск	club177248686	https://vk.com/club177248686	https://vk.com/feed?w=wall-177248686_1453	https://vk.com/feed?w=wall-186896272_7497
unsuitable	63327531	23	Подслушано Подольск	club63327531	https://vk.com/club63327531	https://vk.com/feed?w=wall-63327531_2411293	https://vk.com/feed?w=wall-124530422_8159
	160142443	23	"""ЛапУшки"" - ПОТЕРЯШКИ - животные г.Красноярск."	club160142443	https://vk.com/club160142443	https://vk.com/feed?w=wall-160142443_290423	https://vk.com/feed?w=wall-40568912_159249
	12860500	22	✱Породистые собаки в Добрые Руки бесплатно в дар	club12860500	https://vk.com/club12860500	https://vk.com/feed?w=wall-12860500_259571	https://vk.com/feed?w=wall-40568912_159618
suitable	186896272	22	Я тебя не брошу. Потеряшки животные г. Подольск	club186896272	https://vk.com/club186896272	https://vk.com/feed?w=wall-186896272_551	https://vk.com/feed?w=wall-124530422_9979
	176444130	22	Лабрадоры ищут дом	club176444130	https://vk.com/club176444130	https://vk.com/feed?w=wall-176444130_2022	https://vk.com/feed?w=wall-40568912_158950
	16883015	22	Зоохелп33  г.Владимир помощь бездомным животным	club16883015	https://vk.com/club16883015	https://vk.com/feed?w=wall-16883015_660576	https://vk.com/feed?w=wall-40568912_156512
	108255065	21	Хочу домой! Бездомные животные Москвы и МО	club108255065	https://vk.com/club108255065	https://vk.com/feed?w=wall-108255065_476	https://vk.com/feed?w=wall-124530422_6659
	171116447	21	ФОТОХВОСТ. ЖИВОТНЫЕ В ПОИСКАХ ДОМА	club171116447	https://vk.com/club171116447	https://vk.com/feed?w=wall-171116447_26178	https://vk.com/feed?w=wall-186896272_5365
unsuitable	97261056	21	Подслушано в Михнево	club97261056	https://vk.com/club97261056	https://vk.com/feed?w=wall-97261056_55878	https://vk.com/feed?w=wall-111794591_49357
	23159533	21	ПРЕДАННОЕ СЕРДЦЕ г. НОВОРОССИЙСК	club23159533	https://vk.com/club23159533	https://vk.com/feed?w=wall-23159533_1336136	https://vk.com/feed?w=wall-40568912_158091
	85324314	21	OrenDog	club85324314	https://vk.com/club85324314	https://vk.com/feed?w=wall-85324314_153358	https://vk.com/feed?w=wall-40568912_159994
suitable	190807581	21	"""ЛОДКА ДОБРА"" группа помощи животным"	club190807581	https://vk.com/club190807581	https://vk.com/feed?w=wall-190807581_4942	https://vk.com/feed?w=wall-186896272_7323
	115601052	20	Потеряшки животные Киров|вернись домой	club115601052	https://vk.com/club115601052	https://vk.com/feed?w=wall-115601052_145994	https://vk.com/feed?w=wall-40568912_157311
	80236877	20	Потеряшки в Стерлитамаке	club80236877	https://vk.com/club80236877	https://vk.com/feed?w=wall-80236877_206659	https://vk.com/feed?w=wall-40568912_155660
	24852191	20	"Помощь бездомным животным ""ДОБРОЕ СЕРДЦЕ"""	club24852191	https://vk.com/club24852191	https://vk.com/feed?w=wall-24852191_281345	https://vk.com/feed?w=wall-40568912_158986
	9587072	20	ЛИНДА. Группа помощи бездомным животным Оренбург	club9587072	https://vk.com/club9587072	https://vk.com/feed?w=wall-9587072_991022	https://vk.com/feed?w=wall-40568912_159594
unsuitable	25724621	20	Климовск Онлайн	club25724621	https://vk.com/club25724621	https://vk.com/feed?w=wall-25724621_457308443	https://vk.com/feed?w=wall-124530422_8853
	62637626	19	Я твой друг  (Екатеринбург)	club62637626	https://vk.com/club62637626	https://vk.com/feed?w=wall-62637626_733839	https://vk.com/feed?w=wall-40568912_158814
	149996829	19	Пропала Собака | Потерялась Собака	club149996829	https://vk.com/club149996829	https://vk.com/feed?w=wall-149996829_27753	https://vk.com/feed?w=wall-124530422_6075
	95696985	19	Потеряшки в Сочи	club95696985	https://vk.com/club95696985	https://vk.com/feed?w=wall-95696985_11094	https://vk.com/feed?w=wall-40568912_155596
	34638128	19	Потерявшиеся|найденные животные	club34638128	https://vk.com/club34638128	https://vk.com/feed?w=wall-34638128_482299	https://vk.com/feed?w=wall-190807581_627
	51978355	19	ПОТЕРЯШКА! Курск!  Поиск пропавших питомцев!	club51978355	https://vk.com/club51978355	https://vk.com/feed?w=wall-51978355_56378	https://vk.com/feed?w=wall-40568912_159278
	34419922	19	Группа помощи бездомным собакам г.Ульяновска	club34419922	https://vk.com/club34419922	https://vk.com/feed?w=wall-34419922_701822	https://vk.com/feed?w=wall-40568912_156791
	22113379	19	"Группа помощи бездомным животным ""Второй Шанс"""	club22113379	https://vk.com/club22113379	https://vk.com/feed?w=wall-22113379_368307	https://vk.com/feed?w=wall-40568912_159389
	144617047	19	Бюро потерь и находок Ярославль	club144617047	https://vk.com/club144617047	https://vk.com/feed?w=wall-144617047_90313	https://vk.com/feed?w=wall-40568912_158312
	63870904	19	Бюро находок –  Тагил	club63870904	https://vk.com/club63870904	https://vk.com/feed?w=wall-63870904_134373	https://vk.com/feed?w=wall-40568912_155490
	136333427	18	Отдам даром. Климовск и Подольск	club136333427	https://vk.com/club136333427	https://vk.com/feed?w=wall-136333427_118987	https://vk.com/feed?w=wall-124530422_6813
	189321389	18	ДОРОГА ДОБРА   г. Белореченск	club189321389	https://vk.com/club189321389	https://vk.com/feed?w=wall-189321389_7858	https://vk.com/feed?w=wall-40568912_158441
	205245459	18	Алиса и 11 щенят, Подольск	club205245459	https://vk.com/club205245459	https://vk.com/feed?w=wall-205245459_140	https://vk.com/feed?w=wall-186896272_5695
	82374021	17	Птичий рынок Борисоглебска	club82374021	https://vk.com/club82374021	https://vk.com/feed?w=wall-82374021_171687	https://vk.com/feed?w=wall-40568912_155070
	30323533	17	Пропавшие и найденные животные Краснодар	club30323533	https://vk.com/club30323533	https://vk.com/feed?w=wall-30323533_101299	https://vk.com/feed?w=wall-40568912_152642
	159519392	17	Команда помощи Лабрадорам Кемеровской Области	club159519392	https://vk.com/club159519392	https://vk.com/feed?w=wall-159519392_1536	https://vk.com/feed?w=wall-40568912_159005
	40715730	17	Бюро Находок Новосибирска	club40715730	https://vk.com/club40715730	https://vk.com/feed?w=wall-40715730_514871	https://vk.com/feed?w=wall-40568912_158414
	3660240	17	"""ХОТИМ ДОМОЙ!"" - бездомные животные Казани"	club3660240	https://vk.com/club3660240	https://vk.com/feed?w=wall-3660240_639167	https://vk.com/feed?w=wall-40568912_156962
unsuitable	125113679	17	"""Лапы и Сердца"" Домодедово"	club125113679	https://vk.com/club125113679	https://vk.com/feed?w=wall-125113679_29010	https://vk.com/feed?w=wall-111794591_18567
	160894440	17	""" Право на жизнь""."	club160894440	https://vk.com/club160894440	https://vk.com/feed?w=wall-160894440_3298	https://vk.com/feed?w=wall-186896272_6284
	1014404	16	Потеряшки и найдёныши Казань	club1014404	https://vk.com/club1014404	https://vk.com/feed?w=wall-1014404_94852	https://vk.com/feed?w=wall-40568912_158359
	89058276	16	Потеряшки 03	club89058276	https://vk.com/club89058276	https://vk.com/feed?w=wall-89058276_206306	https://vk.com/feed?w=wall-40568912_157931
suitable	40568912	16	ПРОПАЛ/НАЙДЕН ЛАБРАДОР	club40568912	https://vk.com/club40568912	https://vk.com/feed?w=wall-40568912_170313	https://vk.com/feed?w=wall-186896272_7554
	103471332	16	Отдам животных в Краснодаре и Кр. крае	club103471332	https://vk.com/club103471332	https://vk.com/feed?w=wall-103471332_102094	https://vk.com/feed?w=wall-40568912_157459
unsuitable	185708872	16	КОТоХАТА	club185708872	https://vk.com/club185708872	https://vk.com/feed?w=wall-185708872_1754	https://vk.com/feed?w=wall-111794591_50268
